ID,TYPE,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI
738,K014,2.217.192,41.412.267,BUS -B23-B20-V31-136--,el Besòs i el Maresme
739,K014,2.144.287,41.391.555,BUS -H8--,l'Antiga Esquerra de l'Eixample
740,K015,2.150.105,41.406.207,NITBUS -N4--,la Vila de Gràcia
741,K014,2.152.207,41.403.505,BUS -22-24-87-V17--,la Vila de Gràcia
742,K014,2.139.648,41.359.604,BUS -109-V3-H16--,la Marina de Port
743,K014,2.170.154,4.141.653,BUS -39-D40-V23--,el Guinardó
744,K014,2.214.719,41.415.143,BUS -V31-136--,el Besòs i el Maresme
745,K015,2.157.266,4.142.723,NITBUS -N4--,el Carmel
746,K014,2.143.145,4.141.404,BUS -27-129--,Vallcarca i els Penitents
747,K015,2.131.643,41.389.544,NITBUS -N12--,les Corts
748,K014,2.132.751,41.385.547,BUS -59-H8--,les Corts
749,K014,2.164.635,41.394.579,BUS -39-47-V17--,la Dreta de l'Eixample
750,K014,2.164.297,4.140.982,BUS -114-V19--,el Camp d'en Grassot i Gràcia Nova
751,K015,2.180.809,41.415.186,NITBUS -N1-N4--,el Camp de l'Arpa del Clot
752,K014,2.154.908,41.410.377,BUS -116--,la Salut
753,K015,2.143.195,41.354.799,NITBUS -N1--,la Marina de Port
754,K014,2.162.543,41.406.145,BUS -39-114--,el Camp d'en Grassot i Gràcia Nova
755,K015,2.162.543,41.406.145,NITBUS -N6--,el Camp d'en Grassot i Gràcia Nova
756,K014,2.172.569,41.389.132,BUS -55--,la Dreta de l'Eixample
757,K015,2.178.149,41.405.621,NITBUS -N9--,la Sagrada Família
758,K015,2.156.899,41.388.499,NITBUS -N3-N8--,l'Antiga Esquerra de l'Eixample
759,K015,2.177.092,41.404.104,NITBUS -N0--,la Sagrada Família
760,K014,218.296,41.376.628,BUS -V17--,el Barri Gòtic
761,K014,2.173.183,4.143.352,BUS -47-D40-V29-D50--,Porta
762,K014,2.172.252,41.435.247,BUS -47-D40-V29-D50-182--,Porta
763,K014,2.175.179,41.410.063,BUS -19-47-H8--,la Sagrada Família
764,K014,2.111.638,41.384.253,BUS -7-67-L97-E97-E98-E79-E43-E30-175--,la Maternitat i Sant Ramon
765,K014,2.155.343,41.366.195,BUS -150--,el Poble-sec
766,K014,2.183.673,41.429.174,BUS -62-96--,Vilapicina i la Torre Llobeta
767,K014,2.142.462,4.141.164,BUS -V17-V19--,Vallcarca i els Penitents
768,K014,2.127.545,41.385.271,BUS -59-70-V3-V5-175--,les Corts
769,K014,2.108.885,41.385.796,BUS -113-JM-H4-V1-E44-175--,Pedralbes
770,K015,2.1724,41.435.899,NITBUS -N1-N6--,la Guineueta
771,K014,2.177.007,41.413.288,BUS -19-47-117-192-H8-V23-D50-191--,el Guinardó
772,K015,218.298,41.405.865,NITBUS -N3--,la Sagrada Família
773,K014,2.127.412,41.388.475,BUS -7-33-63-67-78-L97-V5-M14-E97-E98-E79-E43-E30-175--,les Corts
774,K015,2.128.149,41.392.158,NITBUS -N7--,Pedralbes
775,K014,2.134.613,41.369.555,BUS -91-115--,la Bordeta
776,K014,2.147.861,41.424.542,BUS -112-185--,la Teixonera
777,K014,2.153.926,41.427.487,BUS -112-185--,el Carmel
778,K014,2.112.462,41.389.969,BUS -113--,Pedralbes
779,K014,2.104.737,41.385.308,BUS -63-68-78-JM-E44--,Pedralbes
780,K015,2.162.684,41.412.205,NITBUS -N0--,el Baix Guinardó
781,K014,220.458,4.140.794,BUS -7--,Provençals del Poblenou
782,K015,2.173.505,41.410.651,NITBUS -N1-N4--,el Baix Guinardó
783,K014,2.139.121,41.397.751,BUS -68-V11--,Sant Gervasi - Galvany
784,K015,2.145.519,41.387.753,NITBUS -N3--,la Nova Esquerra de l'Eixample
785,K017,2.139.378,41.379.856,Estació d'Autobusos Barcelona Sants-,Hostafrancs
786,K014,2.136.627,41.369.899,BUS -115--,la Bordeta
787,K014,2.158.315,41.352.117,BUS -21--,la Marina del Prat Vermell
788,K014,2.177.806,41.427.292,BUS -V27--,el Congrés i els Indians
789,K014,2.167.067,41.374.892,BUS -21-D20-H14-88-V11-D50-89--,el Poble-sec
790,K014,217.927,4.144.104,BUS -132--,la Prosperitat
791,K014,2.180.547,41.432.521,BUS -132--,Porta
792,K014,2.176.998,41.424.634,BUS -19-V25--,el Congrés i els Indians
793,K014,2.157.321,4.136.575,BUS -13--,el Poble-sec
794,K014,2.197.712,41.402.157,BUS -V25--,el Poblenou
795,K014,2.134.869,41.389.314,BUS -V7--,les Corts
796,K014,2.112.183,41.376.247,BUS -D20--,la Maternitat i Sant Ramon
797,K014,219.358,41.434.147,BUS -H8-V31--,Sant Andreu
798,K014,2.162.372,41.398.908,BUS -H8--,la Vila de Gràcia
799,K014,216.778,4.144.939,BUS -182--,Torre Baró
800,K014,217.139,41.453.814,BUS -182--,Torre Baró
801,K014,2.123.589,41.393.833,BUS -130--,Sarrià
802,K014,2.138.998,41.378.435,BUS -115-H10-V5--,Sants
803,K014,2.111.733,41.384.111,BUS -113-V1--,la Maternitat i Sant Ramon
804,K014,2.124.184,41.396.071,BUS -130--,Sarrià
805,K014,2.112.205,41.400.888,BUS -130-V3--,Sarrià
806,K014,2.110.319,41.402.204,BUS -130--,Sarrià
807,K014,2.112.032,41.401.836,BUS -130--,Sarrià
808,K014,2.118.159,41.399.906,BUS -130--,Sarrià
809,K014,2.138.955,41.411.778,BUS -123-124-131-V17-H4-V19--,el Putxet i el Farró
810,K014,2.140.113,41.410.201,BUS -131--,el Putxet i el Farró
811,K014,2.162.051,41.403.955,BUS -114--,el Camp d'en Grassot i Gràcia Nova
812,K014,2.159.733,41.406.249,BUS -114--,la Vila de Gràcia
813,K014,2.186.186,41.422.919,BUS -126--,la Sagrera
814,K014,2.153.564,41.354.756,BUS -107--,el Poble-sec
815,K015,2.127.029,41.397.107,NITBUS -N7--,Sarrià
816,K014,2.206.104,41.416.359,BUS -V29--,Provençals del Poblenou
817,K014,2.209.827,41.408.158,BUS -V29--,Diagonal Mar i el Front Marítim del Poblenou
818,K014,2.209.563,41.402.655,BUS -H16--,el Poblenou
819,K015,2.163.801,41.383.075,NITBUS -N6--,el Raval
820,K014,2.128.862,41.382.763,BUS -59-H8-V5--,les Corts
821,K014,2.170.661,41.374.825,BUS -21-D20-H14-88-V11-89--,el Poble-sec
822,K014,2.157.624,41.429.169,BUS -102-185-V25-V23-135--,el Carmel
823,K014,2.116.733,41.399.617,BUS -V3--,Sarrià
824,K014,2.169.106,41.428.578,BUS -122--,Vilapicina i la Torre Llobeta
825,K014,213.301,41.411.257,BUS -123--,Sant Gervasi - la Bonanova
826,K014,2.124.613,4.140.539,BUS -123-V9--,Sant Gervasi - la Bonanova
827,K014,2.121.405,4.139.991,BUS -68-H4--,Sarrià
828,K014,2.150.429,41.394.333,BUS -6-7-33-34-H8--,Sant Gervasi - Galvany
829,K014,2.153.499,41.392.208,BUS -54-67--,l'Antiga Esquerra de l'Eixample
830,K014,2.143.565,41.399.214,BUS -V13--,Sant Gervasi - Galvany
831,K014,2.135.042,41.417.232,BUS -124--,Vallcarca i els Penitents
832,K014,213.082,41.428.653,BUS -112--,Sant Genís dels Agudells
833,K014,2.168.905,41.370.287,BUS -150--,el Poble-sec
834,K014,2.168.897,41.367.955,BUS -150--,el Poble-sec
835,K014,2.156.619,41.424.673,BUS -19-86-87-H2--,el Carmel
836,K014,2.191.736,41.427.044,BUS -34-126-H8-V31--,la Sagrera
837,K014,2.124.099,41.394.225,BUS -34-V3--,Sarrià
838,K015,2.134.466,41.363.693,NITBUS -N15-N16-N17-N18--,la Marina de Port
839,K014,2.163.466,41.440.762,BUS -27-47-60-122-185-V27--,Canyelles
840,K015,2.212.402,41.404.969,NITBUS -N28--,Diagonal Mar i el Front Marítim del Poblenou
841,K014,2.118.566,41.398.419,BUS -68-H4--,Sarrià
842,K014,2.133.625,4.139.788,BUS -68-V9--,Sant Gervasi - Galvany
843,K014,2.208.733,41.407.781,BUS -B25-B20-V31-136--,Diagonal Mar i el Front Marítim del Poblenou
844,K014,2.098.857,41.428.841,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
845,K014,2.158.617,41.370.549,BUS -55--,el Poble-sec
846,K014,2.173.509,41.436.971,BUS -47-D40-V29-D50-182--,Porta
847,K015,2.177.507,41.445.883,NITBUS -N6--,les Roquetes
848,K014,2.123.862,41.390.508,BUS -34--,Pedralbes
849,K014,2.137.666,41.362.334,BUS -109-125-V3-H16--,la Marina de Port
850,K014,2.185.508,41.430.282,BUS -11-34-126-H6-133--,Sant Andreu
851,K014,2.189.769,41.449.489,BUS -11-126-127-V31--,la Trinitat Vella
852,K014,2.186.535,41.406.626,BUS -62--,el Clot
853,K014,2.142.643,41.370.263,BUS -46-65-79-109-165-L70-L72-L80-L86-L94-L95-H12-H16-E95-E86-E70-E80--,Hostafrancs
854,K014,2.163.608,41.415.272,BUS -114--,Can Baró
855,K014,2.148.777,41.374.596,BUS -23--,el Poble-sec
856,K015,2.159.253,41.412.424,NITBUS -N0--,la Salut
857,K015,2.144.592,41.411.446,NITBUS -N4--,Vallcarca i els Penitents
858,K014,2.128.498,4.133.132,BUS -21--,la Marina del Prat Vermell
859,K014,2.111.484,4.133.386,BUS -21--,la Marina del Prat Vermell
860,K014,2.169.236,41.388.835,BUS -19--,la Dreta de l'Eixample
861,K014,2.130.059,41.414.392,BUS -196--,Sant Gervasi - la Bonanova
862,K014,2.179.029,41.418.009,BUS -117--,el Guinardó
863,K014,2.104.392,41.393.205,BUS -113--,Pedralbes
864,K014,217.039,4.141.355,BUS -H6-191--,el Baix Guinardó
865,K015,2.180.778,41.399.398,NITBUS -N0--,el Fort Pienc
866,K014,214.877,41.375.976,BUS -109-L94--,la Nova Esquerra de l'Eixample
867,K014,2.171.392,41.373.415,BUS -121--,el Poble-sec
868,K015,2.178.704,41.392.432,NITBUS -N11-N4--,la Dreta de l'Eixample
869,K014,2.139.162,41.417.861,BUS -119-123-124--,Vallcarca i els Penitents
870,K014,2.104.424,41.413.082,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
871,K014,2.089.294,41.423.621,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
872,K014,2.089.266,41.423.539,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
873,K014,2.089.861,41.423.898,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
874,K014,2.200.116,41.440.241,BUS -60-M28--,el Bon Pastor
875,K014,213.445,4.135.329,BUS -125--,la Marina del Prat Vermell
876,K014,2.163.251,41.440.553,BUS -27--,Canyelles
877,K014,2.187.567,41.414.742,BUS -192--,el Clot
878,K014,2.189.333,41.413.421,BUS -192--,el Clot
879,K014,2.199.038,41.400.504,BUS -6-B25-B20-136--,el Poblenou
880,K014,2.186.498,41.445.978,BUS -132--,la Prosperitat
881,K014,2.138.489,41.415.393,BUS -131--,Vallcarca i els Penitents
882,K014,2.096.879,41.419.258,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
883,K014,2.096.614,41.421.077,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
884,K014,209.716,41.425.365,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
885,K014,2.094.844,41.429.632,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
886,K014,2.093.942,4.142.653,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
887,K014,2.100.857,4.142.819,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
888,K014,2.094.781,41.423.352,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
889,K014,2.163.357,4.142.846,BUS -V25--,Horta
890,K015,2.206.771,41.404.453,NITBUS -N6--,el Poblenou
891,K014,2.191.303,41.437.007,BUS -H4-V31-133--,Sant Andreu
892,K014,2.137.014,41.427.053,BUS -19-76-112-135--,Sant Genís dels Agudells
893,K014,211.203,41.393.351,BUS -63-68-78-H4-V5--,Pedralbes
894,K014,2.114.307,41.396.044,BUS -68-H4--,Pedralbes
895,K014,2.159.979,41.420.003,BUS -119--,el Carmel
896,K014,2.176.004,41.411.601,BUS -117-V23-D50--,la Sagrada Família
897,K015,2.168.167,41.427.398,NITBUS -N4--,la Font d'en Fargues
898,K014,216.197,41.368.968,BUS -55-150--,el Poble-sec
899,K014,2.159.657,41.367.892,BUS -55-150--,el Poble-sec
900,K014,2.154.167,41.424.153,BUS -119--,el Carmel
901,K014,2.160.513,41.376.702,BUS -120--,Sant Antoni
902,K014,216.825,41.379.337,BUS -120--,el Raval
903,K015,2.122.641,41.387.269,NITBUS -N12--,Pedralbes
904,K014,2.167.119,41.441.507,BUS -60-122--,la Guineueta
905,K014,2.174.645,41.430.871,BUS -47-D40-V29-D50--,Porta
906,K015,217.308,41.433.451,NITBUS -N1-N6--,el Turó de la Peira
907,K014,2.133.863,4.136.384,BUS -46-65-L70-L72-L80-L86-L94-L95-H12-V3--,la Bordeta
908,K015,2.133.863,4.136.384,NITBUS -N15-N16-N17-N18--,la Bordeta
909,K014,2.173.108,41.376.659,BUS -120--,el Raval
910,K014,2.172.753,4.137.686,BUS -120--,el Raval
911,K014,2.095.067,41.415.937,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
912,K014,2.095.206,41.415.954,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
913,K014,2.129.613,41.377.297,BUS -70--,Sants - Badal
914,K014,2.155.993,41.408.428,BUS -116--,la Vila de Gràcia
915,K014,215.152,41.410.099,BUS -116--,la Salut
916,K014,2.169.537,41.370.268,BUS -100--,el Poble-sec
917,K014,2.150.763,4.142.415,BUS -119--,la Teixonera
918,K014,2.175.521,41.455.331,BUS -199-183--,Torre Baró
919,K014,2.174.843,41.456.299,BUS -199-183--,Torre Baró
920,K014,2.177.395,41.457.783,BUS -199-183--,Torre Baró
921,K014,2.182.506,41.467.549,BUS -197--,Vallbona
922,K014,2.185.929,41.456.022,BUS -180--,Torre Baró
923,K014,2.150.351,4.141.213,BUS -116--,la Salut
924,K014,2.156.705,41.409.733,BUS -116--,la Vila de Gràcia
925,K014,2.156.865,4.142.066,BUS -119-86--,el Carmel
926,K015,213.493,41.398.499,NITBUS -N7--,Sant Gervasi - Galvany
927,K014,210.089,41.429.496,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
928,K014,2.135.184,41.424.812,BUS -119--,Vallcarca i els Penitents
929,K014,2.161.477,41.437.665,BUS -185--,Horta
930,K015,2.118.483,41.398.517,NITBUS -N7--,Sarrià
931,K014,215.518,41.358.448,BUS -107--,el Poble-sec
932,K015,2.159.977,41.386.171,NITBUS -N3-N8--,l'Antiga Esquerra de l'Eixample
933,K014,2.210.351,41.418.417,BUS -V31-136--,el Besòs i el Maresme
934,K014,2.207.921,41.436.507,BUS -11-V33--,el Bon Pastor
935,K014,2.103.999,41.384.955,BUS -63--,Pedralbes
936,K015,2.139.266,41.401.026,NITBUS -N8--,Sant Gervasi - Galvany
937,K014,2.134.196,41.405.823,BUS -V13--,Sant Gervasi - la Bonanova
938,K014,2.152.984,41.413.375,BUS -116--,la Salut
939,K014,2.156.725,41.362.777,BUS -13--,el Poble-sec
940,K014,220.246,41.428.207,BUS -V31--,la Verneda i la Pau
941,K014,2.107.423,41.418.038,BUS -118-128--,"Vallvidrera, el Tibidabo i les Planes"
942,K014,2.194.679,41.435.782,BUS -11-H8-H4-M28--,el Bon Pastor
943,K014,2.188.968,4.137.613,BUS -V15-V19--,la Barceloneta
944,K014,2.205.997,41.433.528,BUS -V33--,el Bon Pastor
945,K014,2.174.742,41.439.504,BUS -11-D40-V29--,Verdun
946,K015,214.694,41.394.869,NITBUS -N7--,Sant Gervasi - Galvany
947,K014,2.134.051,41.402.999,BUS -70-V11--,Sant Gervasi - la Bonanova
948,K014,2.144.397,41.413.057,BUS -22-V19--,Vallcarca i els Penitents
949,K015,2.146.406,4.141.546,NITBUS -N5--,el Coll
950,K015,216.233,41.442.885,NITBUS -N6--,Canyelles
951,K014,2.197.714,41.438.923,BUS -11-H8-H4--,el Bon Pastor
952,K015,215.103,41.420.265,NITBUS -N4-N5--,el Carmel
953,K014,2.196.387,41.411.531,BUS -V27--,el Clot
954,K014,2.203.762,41.415.837,BUS -H12--,Provençals del Poblenou
955,K015,2.213.122,41.409.682,NITBUS -N7--,Diagonal Mar i el Front Marítim del Poblenou
956,K015,2.186.758,41.414.302,NITBUS -N3--,el Camp de l'Arpa del Clot
957,K015,2.163.607,41.378.478,NITBUS -N6--,el Raval
958,K014,2.140.527,41.421.606,BUS -19-27-60-119-V17-H4-H2--,Sant Genís dels Agudells
959,K015,2.205.941,41.397.043,NITBUS -N28--,el Poblenou
960,K014,2.198.663,41.428.608,BUS -33-V31-136--,la Verneda i la Pau
961,K014,2.189.862,41.392.741,BUS -V21-H16--,el Parc i la Llacuna del Poblenou
962,K014,2.139.903,41.366.392,BUS -V5--,la Font de la Guatlla
963,K014,2.149.564,41.377.333,BUS -D40--,la Nova Esquerra de l'Eixample
964,K014,2.187.541,41.452.022,BUS -127--,la Trinitat Nova
965,K014,2.170.685,41.389.279,BUS -54--,la Dreta de l'Eixample
966,K014,2.180.343,41.460.264,BUS -199--,Torre Baró
967,K014,2.200.506,41.435.753,BUS -133--,el Bon Pastor
968,K014,2.150.638,41.372.624,BUS -L72--,el Poble-sec
969,K014,2.151.184,413.719,BUS -L70--,el Poble-sec
970,K014,217.432,41.454.447,BUS -199--,Torre Baró
971,K014,2.134.382,41.413.746,BUS -V13--,Sant Gervasi - la Bonanova
972,K014,2.166.186,41.376.517,BUS -D50--,el Raval
973,K014,2.161.971,41.429.018,BUS -86-H2--,Horta
974,K014,2.142.838,4.143.142,BUS -135--,Montbau
975,K014,2.185.749,41.414.524,BUS -192-V25--,el Camp de l'Arpa del Clot
976,K015,2.194.563,41.402.722,NITBUS -N8--,el Parc i la Llacuna del Poblenou
977,K014,2.196.824,41.400.987,BUS -V25--,el Poblenou
978,K015,2.153.058,41.432.886,NITBUS -N4--,Horta
979,K015,2.210.809,41.403.061,NITBUS -N28--,Diagonal Mar i el Front Marítim del Poblenou
980,K014,2.208.729,4.139.973,BUS -H16-V27--,Diagonal Mar i el Front Marítim del Poblenou
981,K014,2.182.608,41.381.176,BUS -V17--,la Barceloneta
982,K015,2.207.624,41.400.657,NITBUS -N28--,Diagonal Mar i el Front Marítim del Poblenou
983,K014,2.105.797,41.387,BUS -63-JM-V1-E44--,Pedralbes
984,K015,2.153.562,4.143.515,NITBUS -N4--,Horta
985,K015,2.168.181,41.406.653,NITBUS -N4--,el Camp d'en Grassot i Gràcia Nova
986,K015,216.271,41.383.443,NITBUS -N6--,Sant Antoni
987,K014,2.156.883,41.379.055,BUS -L95-E95--,Sant Antoni
988,K014,2.173.615,41.403.217,BUS -BCTE--,la Sagrada Família
989,K014,2.159.849,41.412.774,BUS -BCTE--,la Salut
990,K014,2.181.012,41.390.069,BUS -BCTO--,"Sant Pere, Santa Caterina i la Ribera"
991,K014,213.431,41.389.805,BUS -BCTO--,les Corts
992,K014,2.138.491,41.365.688,BUS -L16--,la Marina de Port
993,K014,2.164.025,4.141.178,BUS -114-H6-V19-191--,el Baix Guinardó
994,K014,2.194.885,41.428.194,BUS -H6--,Sant Andreu
995,K014,2.154.962,41.375.151,BUS -D20-H16--,Sant Antoni
996,K015,2.172.548,41.397.073,NITBUS -N1-N4--,la Dreta de l'Eixample
997,K014,2.145.091,41.408.033,BUS -131--,el Putxet i el Farró
998,K014,2.119.743,41.389.434,BUS -101--,Pedralbes
999,K014,2.130.488,41.388.861,BUS -101--,les Corts
1000,K015,2.153.312,41.386.256,NITBUS -N12--,l'Antiga Esquerra de l'Eixample
1001,K014,215.458,41.389.603,BUS -68--,l'Antiga Esquerra de l'Eixample
1002,K015,2.154.636,41.376.698,NITBUS -N0--,Sant Antoni
1003,K015,2.137.784,41.390.357,NITBUS -N0--,les Corts
1004,K014,2.134.629,41.394.831,BUS -V9--,les Tres Torres
1005,K014,2.202.797,41.394.385,BUS -H16-V27-V25--,el Poblenou
1006,K015,220.252,41.398.505,NITBUS -N6-N8--,el Poblenou
1007,K014,2.149.257,41.420.539,BUS -87--,el Coll
1008,K016,2.159.367,413.809,AEROBUS -A1-A2--,Sant Antoni
1009,K016,2.158.028,41.381.624,AEROBUS -A1-A2--,Sant Antoni
1010,K014,2.151.093,41.422.841,BUS -87--,el Carmel
1011,K014,2.141.684,41.325.691,BUS -88-89--,la Marina del Prat Vermell
1012,K014,2.141.775,41.325.466,BUS -88-89--,la Marina del Prat Vermell
1013,K014,2.172.916,4.136.447,BUS -88-89--,la Marina del Prat Vermell
1014,K014,2.171.061,41.414.274,BUS -H6-V23-191--,el Guinardó
1015,K014,2.215.585,41.418.025,BUS -H14-V33--,el Besòs i el Maresme
1016,K015,2.201.346,41.409.031,NITBUS -N11--,Provençals del Poblenou
1017,K014,2.209.402,41.413.209,BUS -H14--,Provençals del Poblenou
1018,K014,2.148.309,41.416.817,BUS -87--,el Coll
1019,K014,2.150.072,41.419.623,BUS -87--,el Coll
1020,K014,2.2071,41.414.919,BUS -B25--,Provençals del Poblenou
1021,K014,2.204.068,41.411.201,BUS -B25-H14--,Provençals del Poblenou
1022,K014,2.149.564,41.420.626,BUS -87--,el Carmel
1023,K015,2.117.741,41.386.012,NITBUS -N12--,Pedralbes
1024,K014,2.107.922,41.381.491,BUS -M14--,la Maternitat i Sant Ramon
1025,K014,2.162.076,41.429.414,BUS -87--,Horta
1026,K014,2.137.478,41.398.121,BUS -198--,Sant Gervasi - Galvany
1027,K014,2.142.147,41.401.601,BUS -198--,Sant Gervasi - Galvany
1028,K014,218.846,41.404.324,BUS -X1--,el Parc i la Llacuna del Poblenou
1029,K014,2.132.043,41.405.795,BUS -V13--,Sant Gervasi - la Bonanova
1030,K014,2.1361,41.351.953,BUS -125--,la Marina del Prat Vermell
1031,K014,2.154.818,41.423.229,BUS -86--,el Carmel
1032,K014,2.142.727,41.382.919,BUS -27-D40--,la Nova Esquerra de l'Eixample
1033,K014,2.133.073,41.369.407,BUS -V3--,la Bordeta
1034,K014,2.148.802,41.347.046,BUS -21-109--,la Marina del Prat Vermell
1035,K015,2.175.906,41.461.507,NITBUS -N3--,Ciutat Meridiana
1036,K014,2.140.648,41.404.285,BUS -H6--,Sant Gervasi - Galvany
1037,K014,2.127.732,41.378.744,BUS -54--,la Maternitat i Sant Ramon
1038,K014,2.191.513,41.417.683,BUS -34-B24--,la Sagrera
1039,K015,2.146.705,4.142.172,NITBUS -N4--,la Teixonera
1040,K014,2.156.747,41.389.543,BUS -H10--,l'Antiga Esquerra de l'Eixample
1041,K015,2.156.747,41.389.543,NITBUS -N7--,l'Antiga Esquerra de l'Eixample
1042,K015,2.15,41.391.132,NITBUS -N3--,l'Antiga Esquerra de l'Eixample
1043,K014,2.162.426,41.389.411,BUS -7-63-67-V15--,l'Antiga Esquerra de l'Eixample
1044,K014,2.199.282,41.444.616,BUS -11-60-V33-133--,Baró de Viver
1045,K014,2.211.792,41.420.219,BUS -B25-V33--,el Besòs i el Maresme
1046,K014,2.142.245,41.346.736,BUS -21--,la Marina del Prat Vermell
1047,K014,2.170.946,41.387.459,BUS -101--,la Dreta de l'Eixample
1048,K014,2.161.391,41.395.169,BUS -100--,la Dreta de l'Eixample
1049,K014,2.153.222,41.366.113,BUS -100--,el Poble-sec
1050,K015,2.178.281,41.376.086,NITBUS -N0--,el Barri Gòtic
1051,K014,2.149.366,41.374.436,BUS -100--,el Poble-sec
1052,K015,2.173.828,41.460.523,NITBUS -N3--,Ciutat Meridiana
1053,K014,217.729,41.462.711,BUS -62-76-183--,Ciutat Meridiana
1054,K014,2.184.239,41.446.855,BUS -60--,la Trinitat Nova
1055,K015,2.148.002,41.374.426,NITBUS -N1-N13-N15-N16-N17-N18--,Hostafrancs
1056,K015,2.178.744,41.391.305,NITBUS -N11-N12-N15-N4-N8-N28--,la Dreta de l'Eixample
1057,K014,2.144.079,41.390.989,BUS -27-59-D40--,l'Antiga Esquerra de l'Eixample
1058,K014,2.153.145,41.386.822,BUS -109-H10--,l'Antiga Esquerra de l'Eixample
1059,K014,2.167.197,41.375.093,BUS -D20--,Sant Antoni
1060,K015,2.141.565,41.356.894,NITBUS -N1--,la Marina de Port
1061,K014,2.144.191,4.142.795,BUS -27-60-76-V21-H4-M19-135--,la Vall d'Hebron
1062,K015,2.153.194,41.438.004,NITBUS -N4--,Horta
1063,K014,2.155.219,41.430.817,BUS -102-V21-V25-V23--,Horta
1064,K015,2.157.793,41.439.118,NITBUS -N4--,Horta
1065,K015,2.158.358,41.439.749,NITBUS -N4--,Horta
1066,K014,2.144.523,41.430.175,BUS -V21--,Montbau
1067,K015,2.138.491,41.403.126,NITBUS -N0--,Sant Gervasi - Galvany
1068,K014,2.157.917,41.388.577,BUS -63-H10--,l'Antiga Esquerra de l'Eixample
1069,K015,2.163.336,41.385.938,NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--,l'Antiga Esquerra de l'Eixample
1070,K014,2.170.846,41.444.415,BUS -27-D40--,Canyelles
1071,K014,2.184.156,41.382.112,BUS -59-120-D20-V13-V19--,"Sant Pere, Santa Caterina i la Ribera"
1072,K014,2.184.461,41.381.195,BUS -47-V15--,la Barceloneta
1073,K014,2.155.586,41.396.101,BUS -V15--,la Vila de Gràcia
1074,K015,2.165.244,41.444.355,NITBUS -N6--,Canyelles
1075,K014,2.187.574,41.394.468,BUS -V21--,el Parc i la Llacuna del Poblenou
1076,K015,2.187.574,41.394.468,NITBUS -N0-N15--,el Parc i la Llacuna del Poblenou
1077,K014,2.143.018,41.426.922,BUS -112-119-185-V17-135--,Montbau
1078,K014,2.195.545,41.396.051,BUS -B25-B20-136--,la Vila Olímpica del Poblenou
1079,K015,2.182.957,4.139.774,NITBUS -N0--,el Fort Pienc
1080,K015,2.1533,4.140.184,NITBUS -N4--,la Vila de Gràcia
1081,K014,215.116,41.389.413,BUS -59-63-141-V11-X1--,l'Antiga Esquerra de l'Eixample
1082,K014,2.169.551,41.386.583,BUS -67--,la Dreta de l'Eixample
1083,K014,2.201.045,41.400.097,BUS -B25-B20-136--,el Poblenou
1084,K014,2.190.857,41.454.383,BUS -11-V31--,la Trinitat Vella
1085,K014,2.190.796,4.144.141,BUS -126-H4--,Sant Andreu
1086,K014,2.141.853,41.396.042,BUS -68-V11--,Sant Gervasi - Galvany
1087,K014,2.142.503,41.386.434,BUS -27-D40--,les Corts
1088,K014,2.173.504,4.143.866,BUS -47-76-H4-H2-M19-182--,la Guineueta
1089,K014,2.128.034,41.381.864,BUS -70-V3--,la Maternitat i Sant Ramon
1090,K015,2.173.104,41.381.643,NITBUS -N9--,el Barri Gòtic
1091,K015,2.172.839,41.381.452,NITBUS -N9--,el Raval
1092,K014,2.175.962,41.403.985,BUS -19-33-34-H10-D50--,la Sagrada Família
1093,K015,2.184.454,41.410.355,NITBUS -N9--,el Camp de l'Arpa del Clot
1094,K014,2.176.924,41.396.222,BUS -6-7-H12--,la Dreta de l'Eixample
1095,K014,2.166.195,41.424.496,BUS -117-V23--,la Font d'en Fargues
1096,K015,2.170.573,41.387.758,NITBUS -N2-N3-N4-N5-N6-N7--,la Dreta de l'Eixample
1097,K014,2.1336,41.400.217,BUS -70-V11--,Sant Gervasi - la Bonanova
1098,K014,2.123.473,41.401.008,BUS -H4--,les Tres Torres
1099,K014,2.111.651,41.392.169,BUS -63-68-78-H4--,Pedralbes
1100,K014,2.194.868,41.386.289,BUS -59-136--,la Barceloneta
1101,K014,214.732,41.360.743,BUS -13-125--,la Marina de Port
1102,K014,2.168.006,41.424.031,BUS -117-V23--,la Font d'en Fargues
1103,K014,2.133.788,41.406.634,BUS -H4-V13--,Sant Gervasi - la Bonanova
