CODI_CAPA,CAPA_GENERICA,NOM_CAPA,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI,ID,id
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.19359,41.429587,METRO (L9NL10N) - Onze de Setembre-,9,60,Sant Andreu,Sant Andreu,350,350
K009,Transports i serveis relacionats,Funicular,2.131443,41.416343,Funicular Tibidabo - Cuca de Llum-,5,25,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,351,351
K004,Transports i serveis relacionats,Tren a l'aeroport,2.18698,41.409541,Tren AEROPORT - CLOT-,10,65,Sant Martí,el Clot,352,352
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.043259,41.348145,FGC - SANT BOI-,,,,,353,353
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187362,41.402856,Glòries (Plaça de les Glòries Catalanes)-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,354,354
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.102691,41.328861,Les Moreres (Av. Verge de Montserrat / Ctra. de la Marina)-,,,,,355,355
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.137104,41.375485,Plaça de Sants (Alcolea (escala mecànica))-,3,18,Sants-Montjuïc,Sants,356,356
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.135114,41.397895,FGC - BONANOVA-,5,26,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,357,357
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.180597,41.391881,Arc de Triomf (Avda. Vilanova)-,2,5,Eixample,el Fort Pienc,358,358
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.199849,41.449768,Baró de Viver (Riu Besòs)-,9,57,Sant Andreu,la Trinitat Vella,359,359
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.124554,41.35734,Europa | Fira (Plaça Europa)-,,,,,360,360
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.209712,41.430207,Verneda (Santander)-,,,,,361,361
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.172768,41.462706,Can Cuiàs (Circumval·lació)-,,,,,362,362
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111542,41.350924,Bellvitge (Rambla de la Marina / Avda. Granvia)-,,,,,363,363
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.110147,41.3685,Florida (Avinguda Masnou)-,,,,,364,364
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.172791,41.38884,Urquinaona (Plaça Urquinaona)-,2,7,Eixample,la Dreta de l'Eixample,365,365
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.192654,41.395515,Bogatell (Pujades)-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,366,366
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140656,41.335886,Port Comercial | La Factoria (Carrer A (costat mar))-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,367,367
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.137128,41.330317,Ecoparc (Ecoparc)-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,368,368
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.160664,41.395464,Diagonal (Pg. de Gràcia / Rambla Catalunya)-,2,7,Eixample,la Dreta de l'Eixample,369,369
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.152704,41.402613,Fontana (Gran de Gràcia / Astúries)-,6,31,Gràcia,la Vila de Gràcia,370,370
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175585,41.376616,Drassanes (Drassanes)-,1,1,Ciutat Vella,el Raval,371,371
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.149459,41.41979,El Coll | La Teixonera (Beat Almató)-,6,29,Gràcia,el Coll,372,372
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.069929,41.357379,Cornellà Centre (Plaça Estació)-,,,,,373,373
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.090723,41.366134,Can Boixeres (Estronci)-,,,,,374,374
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.186587,41.420439,La Sagrera (Felip II)-,9,63,Sant Andreu,Navas,375,375
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.14611,41.378273,Tarragona (Aragó)-,2,9,Eixample,la Nova Esquerra de l'Eixample,376,376
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.217603,41.412237,El Maresme | Fòrum (Rambla de Prim)-,10,70,Sant Martí,el Besòs i el Maresme,377,377
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.178469,41.383851,Jaume I (Plaça de l'Àngel)-,1,2,Ciutat Vella,el Barri Gòtic,378,378
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.204758,41.436081,Bon Pastor (Sant Adrià)-,9,59,Sant Andreu,el Bon Pastor,379,379
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140179,41.38242,Sants Estació (Numància)-,3,18,Sants-Montjuïc,Sants,380,380
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111445,41.384503,Zona Universitària (Parc Cervantes)-,4,21,Les Corts,Pedralbes,381,381
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.103508,41.329235,Les Moreres (Av. Verge de Montserrat / Les Moreres)-,,,,,382,382
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.160833,41.395664,Diagonal (Pg. de Gràcia / Pau Claris)-,2,7,Eixample,la Dreta de l'Eixample,383,383
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.238623,41.444313,Pep Ventura (Plaça Països Catalans)-,,,,,384,384
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.227782,41.435368,Sant Roc (Plaça Sant Roc)-,,,,,385,385
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.10245,41.35943,Av. Carrilet (Prat de la Riba)-,,,,,386,386
K003,Transports i serveis relacionats,RENFE,2.193312,41.435959,RENFE - SANT ANDREU COMTAL-,9,60,Sant Andreu,Sant Andreu,387,387
K011,Transports i serveis relacionats,Tramvia,2.209864,41.409066,TRAMVIA (T4) - SELVA DE MAR-,10,69,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,388,388
K003,Transports i serveis relacionats,RENFE,2.188413,41.484611,RENFE - MONTCADA I REIXAC-,,,,,389,389
K003,Transports i serveis relacionats,RENFE,2.048073,41.383079,RENFE - ST. FELIU DE LLOBREGAT-,,,,,390,390
K003,Transports i serveis relacionats,RENFE,2.100702,41.364252,RENFE - L'HOSPITALET DE LLOBREGAT-,,,,,391,391
K011,Transports i serveis relacionats,Tramvia,2.118294,41.385874,"TRAMVIA (T1,T2,T3) - PALAU REIAL-",4,20,Les Corts,la Maternitat i Sant Ramon,392,392
K011,Transports i serveis relacionats,Tramvia,2.188532,41.404209,"TRAMVIA (T5, T6) - LA FARINERA-",10,66,Sant Martí,el Parc i la Llacuna del Poblenou,393,393
K011,Transports i serveis relacionats,Tramvia,2.227764,41.434948,TRAMVIA (T5) - SANT ROC-,,,,,394,394
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.120652,41.375681,Collblanc (Doctor Martí i Julià)-,,,,,395,395
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.139949,41.379748,Sants Estació (Estació RENFE / Pl. Països Catalans)-,3,18,Sants-Montjuïc,Sants,396,396
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.151632,41.388895,Hospital Clínic (Villarroel)-,2,8,Eixample,l'Antiga Esquerra de l'Eixample,397,397
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111682,41.384563,Zona Universitària (Facultat d'Estudis Empresarials)-,4,21,Les Corts,Pedralbes,398,398
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.117747,41.386098,Palau Reial (Avda. Diagonal)-,4,21,Les Corts,Pedralbes,399,399
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166153,41.398712,Verdaguer (Girona)-,2,7,Eixample,la Dreta de l'Eixample,400,400
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.110054,41.368344,METRO (L1) - Florida-,,,,,401,401
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.184865,41.451306,METRO (L11) - Casa de l'Aigua-,8,53,Nou Barris,la Trinitat Nova,402,402
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.112054,41.375926,METRO (L5) - Ernest Lluch-,4,20,Les Corts,la Maternitat i Sant Ramon,403,403
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.177423,41.423132,METRO (L4) - Maragall-,7,35,Horta-Guinardó,el Guinardó,404,404
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111205,41.384143,METRO (L3) - Zona Universitària-,4,20,Les Corts,la Maternitat i Sant Ramon,405,405
K011,Transports i serveis relacionats,Tramvia,2.232613,41.439305,TRAMVIA (T5) - GORG-,,,,,406,406
K011,Transports i serveis relacionats,Tramvia,2.131844,41.389343,"TRAMVIA (T1,T2,T3) - NUMÀNCIA-",4,19,Les Corts,les Corts,407,407
K011,Transports i serveis relacionats,Tramvia,2.221206,41.418341,TRAMVIA (T6) - LA MINA-,,,,,408,408
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.13591,41.38195,METRO (L3) - Plaça del Centre-,3,18,Sants-Montjuïc,Sants,409,409
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.169021,41.387517,METRO (L1) - Catalunya-,2,7,Eixample,la Dreta de l'Eixample,410,410
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.169143,41.375033,METRO (L2) - Paral·lel-,1,1,Ciutat Vella,el Raval,411,411
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.079296,41.358022,METRO (L5) - Gavarra-,,,,,412,412
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.107236,41.373866,METRO (L5) - Pubilla Cases-,,,,,413,413
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.185827,41.394753,METRO (L1) - Marina-,2,5,Eixample,el Fort Pienc,414,414
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.244122,41.449082,METRO (L2) - Badalona Pompeu Fabra-,,,,,415,415
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.182459,41.449184,METRO (L4) - Trinitat Nova-,8,53,Nou Barris,la Trinitat Nova,416,416
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.228632,41.435859,METRO (L2) - Sant Roc-,,,,,417,417
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.118699,41.398423,FGC - REINA ELISENDA-,5,23,Sarrià-Sant Gervasi,Sarrià,418,418
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.205634,41.424061,METRO (L2) - La Pau-,10,73,Sant Martí,la Verneda i la Pau,419,419
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.20522,41.423706,METRO (L4) - La Pau-,10,73,Sant Martí,la Verneda i la Pau,420,420
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.186749,41.420522,METRO (L9NL10N) - La Sagrera-,9,63,Sant Andreu,Navas,421,421
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.089954,41.332022,METRO (L9S) - El Prat Estació-,,,,,422,422
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.127428,41.341693,METRO (L9S) - Parc Logístic-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,423,423
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.125951,41.357589,METRO (L9S) - Europa | Fira-,,,,,424,424
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.118424,41.376084,METRO (L9SL10S) - Collblanc-,,,,,425,425
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.135186,41.375756,METRO (L5) - Plaça de Sants-,3,18,Sants-Montjuïc,Sants,426,426
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111281,41.333514,METRO (L9S) - Mercabarna-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,427,427
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.181212,41.423468,METRO (L5) - Congrés-,9,62,Sant Andreu,el Congrés i els Indians,428,428
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173084,41.462441,METRO (L11) - Can Cuiàs-,,,,,429,429
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163822,41.384803,Universitat (Ronda Sant Antoni)-,2,10,Eixample,Sant Antoni,430,430
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.142961,41.40344,FGC - PADUA-,5,27,Sarrià-Sant Gervasi,el Putxet i el Farró,431,431
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.170595,41.387819,Catalunya (Ronda Sant Pere)-,2,7,Eixample,la Dreta de l'Eixample,432,432
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187449,41.410911,Clot (València)-,10,65,Sant Martí,el Clot,433,433
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.190573,41.444109,Torras i Bages (Passeig Santa Coloma / costat muntanya)-,9,60,Sant Andreu,Sant Andreu,434,434
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.190837,41.444117,Torras i Bages (Passeig Santa Coloma / costat mar)-,9,60,Sant Andreu,Sant Andreu,435,435
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.111998,41.333861,Mercabarna (Carrer K / Carrer Transversal 6)-,3,12,Sants-Montjuïc,la Marina del Prat Vermell,436,436
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.073048,41.30395,Aeroport T2 (Aeroport T2)-,,,,,437,437
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.149844,41.374449,Espanya (Exposició / Paral·lel)-,3,11,Sants-Montjuïc,el Poble-sec,438,438
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.139358,41.368228,FGC - MAGÒRIA-LA CAMPANA-,3,16,Sants-Montjuïc,la Bordeta,439,439
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.186664,41.395642,Marina (L'Auditori)-,2,5,Eixample,el Fort Pienc,440,440
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.156452,41.437649,Valldaura (Passeig Valldaura)-,7,43,Horta-Guinardó,Horta,441,441
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.216899,41.433633,Artigues | Sant Adrià (Ctra. Santa Coloma)-,,,,,442,442
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.143736,41.37554,Hostafrancs (Consell de Cent / Mercat)-,3,15,Sants-Montjuïc,Hostafrancs,443,443
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.153855,41.379021,Rocafort (Rocafort / Diputació)-,2,9,Eixample,la Nova Esquerra de l'Eixample,444,444
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.173471,41.380893,Liceu (La Rambla / Teatre Liceu)-,1,1,Ciutat Vella,el Raval,445,445
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.224255,41.442671,La Salut (Marquès de Sant Mori)-,,,,,446,446
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.225069,41.442731,La Salut (Quevedo)-,,,,,447,447
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.145511,41.430532,Montbau (Palau  Olímpic Vall d'Hebron)-,7,41,Horta-Guinardó,la Vall d'Hebron,448,448
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.106347,41.373538,Pubilla Cases (Avinguda Josep Molins)-,,,,,449,449
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.148022,41.423316,El Coll | La Teixonera (Arenys)-,7,38,Horta-Guinardó,la Teixonera,450,450
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187473,41.421776,La Sagrera (Hondures)-,9,61,Sant Andreu,la Sagrera,451,451
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.148628,41.374547,FGC - ESPANYA-,3,11,Sants-Montjuïc,el Poble-sec,452,452
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.142183,41.4254,Vall d'Hebron (Residència Sanitària)-,7,40,Horta-Guinardó,Montbau,453,453
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.193327,41.429877,Onze de Setembre (Onze de Setembre)-,9,60,Sant Andreu,Sant Andreu,454,454
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.084124,41.363118,Sant Ildefons (Mercat Sant Ildefons)-,,,,,455,455
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.150645,41.388423,Hospital Clínic (Rosselló)-,2,8,Eixample,l'Antiga Esquerra de l'Eixample,456,456
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.1388,41.360821,Foneria (Mercat de la Marina)-,3,13,Sants-Montjuïc,la Marina de Port,457,457
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.142117,41.35625,Foc (Foc (costat Montjuïc))-,3,13,Sants-Montjuïc,la Marina de Port,458,458
K003,Transports i serveis relacionats,RENFE,2.179942,41.470873,RENFE - MONTCADA BIFURCACIÓ-,,,,,459,459
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.139529,41.405442,FGC - EL PUTXET-,5,27,Sarrià-Sant Gervasi,el Putxet i el Farró,460,460
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.174904,41.446877,Roquetes (Jaume Pinent)-,8,50,Nou Barris,les Roquetes,461,461
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.223832,41.441514,La Salut (Juan Valera)-,,,,,462,462
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.217546,41.441334,Llefià (Avinguda d'Amèrica)-,,,,,463,463
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.217109,41.442196,Llefià (Avinguda d'Amèrica (mercat))-,,,,,464,464
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.13999,41.3821,Sants Estació (Dolors Batlle i Sunyer)-,3,18,Sants-Montjuïc,Sants,465,465
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.145291,41.411724,Vallcarca (Avinguda Vallcarca + Parc Güell)-,6,28,Gràcia,Vallcarca i els Penitents,466,466
K003,Transports i serveis relacionats,RENFE,2.18004,41.391817,RENFE - ARC DE TRIOMF-,2,5,Eixample,el Fort Pienc,467,467
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.099911,41.364452,Rambla Just Oliveras (Avinguda Can Serra)-,,,,,468,468
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166953,41.411976,Alfons X (Lepant)-,7,33,Horta-Guinardó,el Baix Guinardó,469,469
K011,Transports i serveis relacionats,Tramvia,2.072171,41.360796,"TRAMVIA (T1,T2) - IGNASI IGLÉSIAS-",,,,,470,470
K011,Transports i serveis relacionats,Tramvia,2.0607,41.379784,TRAMVIA (línia T3) - TORREBLANCA-,,,,,471,471
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.126248,41.375466,Badal (Carreras i Candi)-,3,17,Sants-Montjuïc,Sants - Badal,472,472
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.172906,41.436769,Llucmajor (Pi i Molist)-,8,48,Nou Barris,la Guineueta,473,473
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.144785,41.378643,Tarragona (Elisi)-,3,15,Sants-Montjuïc,Hostafrancs,474,474
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.150191,41.375267,Espanya (Avinguda Paral·lel)-,2,10,Eixample,Sant Antoni,475,475
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175987,41.377109,Drassanes (Santa Madrona)-,1,1,Ciutat Vella,el Raval,476,476
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.144363,41.412003,METRO (L3) - Vallcarca-,6,28,Gràcia,Vallcarca i els Penitents,477,477
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.116621,41.368424,METRO (L1) - Torrassa-,,,,,478,478
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.191592,41.394912,Bogatell (Pujades / Pere IV)-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,479,479
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.181726,41.41531,Camp de l'Arpa (Indústria)-,10,64,Sant Martí,el Camp de l'Arpa del Clot,480,480
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.149409,41.375538,METRO (L1) - Espanya-,2,9,Eixample,la Nova Esquerra de l'Eixample,481,481
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.233917,41.440471,METRO (L10N) - Gorg-,,,,,482,482
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.179909,41.459224,METRO (L11) - Torre Baró | Vallbona-,8,54,Nou Barris,Torre Baró,483,483
K011,Transports i serveis relacionats,Tramvia,2.209361,41.41994,"TRAMVIA (T5, T6) - BESÒS-",10,70,Sant Martí,el Besòs i el Maresme,484,484
K011,Transports i serveis relacionats,Tramvia,2.198381,41.406205,TRAMVIA (T4) - PERE IV-,10,71,Sant Martí,Provençals del Poblenou,485,485
K010,Transports i serveis relacionats,Telefèric,2.187907,41.373283,Telefèric de Barcelona-,1,3,Ciutat Vella,la Barceloneta,486,486
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.102785,41.367722,METRO (L1) - Can Serra-,,,,,487,487
K003,Transports i serveis relacionats,RENFE,2.186507,41.423935,RENFE - LA SAGRERA - MERIDIANA-,9,61,Sant Andreu,la Sagrera,488,488
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.193862,41.448984,METRO (L1) - Trinitat Vella-,9,57,Sant Andreu,la Trinitat Vella,489,489
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.163939,41.384796,METRO (L2) - Universitat-,2,10,Eixample,Sant Antoni,490,490
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.09349,41.322279,METRO (L9S) - Cèntric-,,,,,491,491
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187083,41.416215,METRO (L1) - Navas-,9,63,Sant Andreu,Navas,492,492
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.142591,41.425311,METRO (L3) - Vall d'Hebron-,7,40,Horta-Guinardó,Montbau,493,493
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.160073,41.395916,METRO (L3) - Diagonal-,2,7,Eixample,la Dreta de l'Eixample,494,494
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.182726,41.407264,METRO (L2) - Encants-,10,64,Sant Martí,el Camp de l'Arpa del Clot,495,495
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.216108,41.415127,METRO (L4) - Besòs Mar-,10,70,Sant Martí,el Besòs i el Maresme,496,496
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.11937,41.399203,FGC - REINA ELISENDA-,5,23,Sarrià-Sant Gervasi,Sarrià,497,497
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.13168,41.360962,FGC - ILDEFONS CERDÀ-,,,,,498,498
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.086746,41.353011,FGC - ALMEDA-,,,,,499,499
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.152429,41.400039,FGC - GRÀCIA (Pl. de Gal·la Placídia)-,6,31,Gràcia,la Vila de Gràcia,500,500
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.117531,41.35536,FGC - GORNAL-,,,,,501,501
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.11802,41.360923,METRO (L9SL10S) - Can Tries | Gornal-,,,,,502,502
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.210052,41.444014,METRO (L9N) - Can Peixauet-,,,,,503,503
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.127429,41.375609,METRO (L5) - Badal-,3,17,Sants-Montjuïc,Sants - Badal,504,504
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.140424,41.379984,METRO (L5) - Sants Estació-,3,18,Sants-Montjuïc,Sants,505,505
K008,Transports i serveis relacionats,Estació marítima,2.180814,41.371837,Terminal Marítima Sud *Creuers-,1,1,Ciutat Vella,el Raval,506,506
K009,Transports i serveis relacionats,Funicular,2.170357,41.374829,Funicular de Montjuïc-TMB-,3,11,Sants-Montjuïc,el Poble-sec,507,507
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.143265,41.403133,FGC - PADUA-,5,26,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,508,508
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.103422,41.357794,FGC - L'HOSPITALET-AV. CARRILET-,,,,,509,509
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.143251,41.398645,FGC - MUNTANER-,5,26,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,510,510
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.11168,41.361271,FGC - SANT JOSEP-,,,,,511,511
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.181356,41.392505,Arc de Triomf (Roger de Flor)-,2,5,Eixample,el Fort Pienc,512,512
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.217417,41.451524,Fondo (Sicília)-,,,,,513,513
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.155396,41.37934,Rocafort (Calàbria / Sepúlveda)-,2,10,Eixample,Sant Antoni,514,514
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.159561,41.383023,Urgell (Villarroel / Diputació)-,2,8,Eixample,l'Antiga Esquerra de l'Eixample,515,515
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.165279,41.38602,Universitat (Ronda Universitat)-,2,7,Eixample,la Dreta de l'Eixample,516,516
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.164683,41.385763,Universitat (Pelai)-,1,1,Ciutat Vella,el Raval,517,517
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.167646,41.386095,FGC - CATALUNYA (C. de Bergara)-,2,7,Eixample,la Dreta de l'Eixample,518,518
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),2.157649,41.393362,FGC - PROVENÇA (C. del Rossellò)-,2,7,Eixample,la Dreta de l'Eixample,519,519
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.187147,41.402008,Glòries (Avda. Meridiana)-,10,66,Sant Martí,el Parc i la Llacuna del Poblenou,520,520
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.150247,41.406702,Lesseps (Plaça Lesseps)-,6,31,Gràcia,la Vila de Gràcia,521,521
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.166619,41.441961,Canyelles (Via Favència)-,8,49,Nou Barris,Canyelles,522,522
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.102695,41.358029,Av. Carrilet (Avinguda Carrilet)-,,,,,523,523
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.19308,41.388183,Ciutadella | Vila Olímpica (Zoo)-,10,67,Sant Martí,la Vila Olímpica del Poblenou,524,524
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.17431,41.387633,Urquinaona (Jonqueres)-,1,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",525,525
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.159127,41.394438,Diagonal (Rambla Catalunya)-,2,7,Eixample,la Dreta de l'Eixample,526,526
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,2.175455,41.394346,Tetuan (Casp / Passeig de Sant Joan)-,2,7,Eixample,la Dreta de l'Eixample,527,527
