"TYPE","LONGITUD","LATITUD","EQUIPAMENT","NOM_BARRI"
"K015","2.161746","41.440707","NITBUS -N4--","Horta"
"K014","2.18298","41.405865","BUS -B24-X1--","la Sagrada Família"
"K014","2.173505","41.410651","BUS -19-47-H8--","el Baix Guinardó"
"K014","2.136397","41.374259","BUS -115-V5--","Sants"
"K014","2.191252","41.404602","BUS -7-V25--","el Parc i la Llacuna del Poblenou"
"K015","2.181599","41.38048","NITBUS -N0-N6--","el Barri Gòtic"
"K014","2.180405","41.379129","BUS -59-D20-H14-V13--","el Barri Gòtic"
"K014","2.145519","41.387753","BUS -54-141--","la Nova Esquerra de l'Eixample"
"K015","2.174489","41.387123","NITBUS -N28--","el Barri Gòtic"
"K017","2.182369","41.394359","Estació d'Autobusos Barcelona Nord-","el Fort Pienc"
"K014","2.15298","41.361616","BUS -13-125--","el Poble-sec"
"K014","2.102805","41.415036","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.145164","41.367835","BUS -23-150--","el Poble-sec"
"K015","2.208447","41.425097","NITBUS -N8--","la Verneda i la Pau"
"K014","2.173348","41.388814","BUS -H16--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.183892","41.463224","BUS -97-183-197--","Vallbona"
"K015","2.133744","41.394879","NITBUS -N7--","les Tres Torres"
"K015","2.13344","41.394813","NITBUS -N0-N7--","les Tres Torres"
"K014","2.202167","41.398771","BUS -6--","el Poblenou"
"K015","2.174017","41.411535","NITBUS -N0--","el Guinardó"
"K014","2.192879","41.434266","BUS -11-H8-H4--","Sant Andreu"
"K015","2.194851","41.43096","NITBUS -N9--","Sant Andreu"
"K014","2.142029","41.415723","BUS -129--","Vallcarca i els Penitents"
"K014","2.163748","41.444754","BUS -182--","Canyelles"
"K015","2.141114","41.379818","NITBUS -N0--","Sants"
"K014","2.138679","41.379503","BUS -CJ--","Sants"
"K014","2.178617","41.461648","BUS -183--","Ciutat Meridiana"
"K014","2.145287","41.415326","BUS -129--","Vallcarca i els Penitents"
"K014","2.138941","41.411079","BUS -131--","el Putxet i el Farró"
"K014","2.141345","41.40988","BUS -131--","el Putxet i el Farró"
"K014","2.158256","41.401583","BUS -114--","la Vila de Gràcia"
"K014","2.157273","41.4047","BUS -114--","la Vila de Gràcia"
"K014","2.151785","41.402378","BUS -114--","la Vila de Gràcia"
"K014","2.128787","41.428011","BUS -112--","Sant Genís dels Agudells"
"K014","2.176455","41.4499","BUS -127--","les Roquetes"
"K014","2.175787","41.448202","BUS -127--","les Roquetes"
"K014","2.158025","41.35536","BUS -107--","el Poble-sec"
"K014","2.19094","41.396005","BUS -6-H14--","el Parc i la Llacuna del Poblenou"
"K015","2.126266","41.393884","NITBUS -N7--","Sarrià"
"K015","2.209563","41.402655","NITBUS -N28--","el Poblenou"
"K014","2.180922","41.43253","BUS -11--","Porta"
"K014","2.180717","41.429088","BUS -11--","Vilapicina i la Torre Llobeta"
"K014","2.133004","41.368279","BUS -115--","la Bordeta"
"K015","2.145753","41.431342","NITBUS -N4--","la Vall d'Hebron"
"K014","2.187097","41.416326","BUS -62-H8--","Navas"
"K014","2.111206","41.385705","BUS -JM-H4-E44--","Pedralbes"
"K014","2.142281","41.415515","BUS -27-123-124--","Vallcarca i els Penitents"
"K014","2.174293","41.447386","BUS -11-127-V29--","les Roquetes"
"K014","2.170268","41.432859","BUS -122--","el Turó de la Peira"
"K014","2.165712","41.435879","BUS -122--","Can Peguera"
"K014","2.126241","41.406801","BUS -123--","Sant Gervasi - la Bonanova"
"K015","2.193693","41.388476","NITBUS -N15--","la Vila Olímpica del Poblenou"
"K014","2.114862","41.401613","BUS -130-H2--","Sarrià"
"K014","2.161711","41.384408","BUS -59-L95-H12-E95-52--","Sant Antoni"
"K015","2.153499","41.392208","NITBUS -N3--","l'Antiga Esquerra de l'Eixample"
"K014","2.133935","41.418278","BUS -124--","Vallcarca i els Penitents"
"K014","2.179235","41.435167","BUS -132--","Porta"
"K014","2.192001","41.401354","BUS -192-V23--","el Parc i la Llacuna del Poblenou"
"K014","2.16058","41.365871","BUS -150--","el Poble-sec"
"K014","2.190886","41.442783","BUS -62-96-126-127-M19--","Sant Andreu"
"K014","2.178519","41.461602","BUS -62-76-104-D50-183--","Ciutat Meridiana"
"K014","2.176707","41.460311","BUS -D50-183--","Ciutat Meridiana"
"K015","2.185637","41.409376","NITBUS -N9--","el Camp de l'Arpa del Clot"
"K015","2.133149","41.404021","NITBUS -N8--","Sant Gervasi - la Bonanova"
"K014","2.186177","41.394308","BUS -B25-B20--","el Fort Pienc"
"K015","2.186177","41.394308","NITBUS -N11-N15--","el Fort Pienc"
"K014","2.188388","41.37768","BUS -V15-V19--","la Barceloneta"
"K015","2.213059","41.409179","NITBUS -N6--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.169623","41.442995","BUS -27-47-60-122-V27--","Canyelles"
"K015","2.118566","41.398419","NITBUS -N7--","Sarrià"
"K014","2.180733","41.46096","BUS -76-D50-199-180-183-197--","Torre Baró"
"K014","2.183975","41.458398","BUS -76-D50--","Torre Baró"
"K015","2.208733","41.407781","NITBUS -N6--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.096171","41.429427","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096684","41.431659","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096526","41.427831","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.182963","41.400616","NITBUS -N2-N7--","el Fort Pienc"
"K014","2.135477","41.427043","BUS -112--","Sant Genís dels Agudells"
"K014","2.147623","41.392084","BUS -59-63-67-68-141-V11--","l'Antiga Esquerra de l'Eixample"
"K014","2.189181","41.430233","BUS -11-34-126-H6-133--","Sant Andreu"
"K014","2.21671","41.412212","BUS -B20-V31-136--","el Besòs i el Maresme"
"K015","2.21671","41.412212","NITBUS -N6--","el Besòs i el Maresme"
"K014","2.14002","41.37116","BUS -91--","la Bordeta"
"K014","2.154343","41.404968","BUS -39--","la Vila de Gràcia"
"K014","2.213146","41.404822","BUS -H16--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.139049","41.421858","BUS -119--","Sant Genís dels Agudells"
"K014","2.151515","41.411497","BUS -116--","la Salut"
"K014","2.17615","41.424549","BUS -H6-D40--","el Guinardó"
"K015","2.17615","41.424549","NITBUS -N6--","el Guinardó"
"K015","2.174145","41.421713","NITBUS -N6--","el Guinardó"
"K014","2.156376","41.410607","BUS -24-H6-D40--","la Salut"
"K014","2.175186","41.4466","BUS -127--","les Roquetes"
"K014","2.1224","41.333457","BUS -21--","la Marina del Prat Vermell"
"K014","2.12026","41.400964","BUS -130--","Sarrià"
"K014","2.17719","41.418144","BUS -117--","el Guinardó"
"K014","2.10739","41.395579","BUS -113--","Pedralbes"
"K014","2.125825","41.387865","BUS -L97-H6-M12-E97-E98-E79-E43-E30--","la Maternitat i Sant Ramon"
"K015","2.149647","41.375722","NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--","la Nova Esquerra de l'Eixample"
"K014","2.118853","41.421543","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.173232","41.41495","BUS -192--","el Guinardó"
"K014","2.172312","41.412832","BUS -192-V23-191--","el Guinardó"
"K014","2.219717","41.415043","BUS -B20-V33--","el Besòs i el Maresme"
"K014","2.137646","41.417642","BUS -124--","Vallcarca i els Penitents"
"K014","2.150213","41.375526","BUS -L95-H12-E95-52--","Sant Antoni"
"K014","2.095239","41.415983","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096533","41.417946","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.095849","41.426155","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.09493","41.424616","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.124858","41.393058","NITBUS -N7--","Sarrià"
"K014","2.14073","41.42519","BUS -19-76-112-135--","Sant Genís dels Agudells"
"K014","2.181788","41.448426","BUS -H2-D50-180-197--","la Trinitat Nova"
"K014","2.106687","41.387515","BUS -63-68-78-H4-H2-175--","Pedralbes"
"K015","2.171721","41.418019","NITBUS -N6--","el Guinardó"
"K015","2.144062","41.388504","NITBUS -N3--","la Nova Esquerra de l'Eixample"
"K014","2.190018","41.429358","BUS -126-H8-V31--","Sant Andreu"
"K014","2.155381","41.423601","BUS -119--","el Carmel"
"K014","2.189421","41.451168","BUS -127--","la Trinitat Vella"
"K014","2.16875","41.381425","BUS -120--","el Raval"
"K014","2.167916","41.382688","BUS -120--","el Raval"
"K014","2.156907","41.373044","BUS -55-121--","el Poble-sec"
"K014","2.088625","41.427148","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.092856","41.415698","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.096372","41.417086","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.091508","41.427222","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.183276","41.448192","NITBUS -N1--","la Trinitat Nova"
"K014","2.140563","41.362592","BUS -13--","la Marina de Port"
"K014","2.176302","41.448481","BUS -V29--","les Roquetes"
"K014","2.164514","41.436849","BUS -122-V27-H2--","la Guineueta"
"K015","2.190784","41.444215","NITBUS -N9--","Sant Andreu"
"K014","2.187972","41.369179","BUS -V15--","la Barceloneta"
"K014","2.119029","41.4204","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.179011","41.458304","BUS -199-183--","Torre Baró"
"K015","2.18126","41.460535","NITBUS -N3--","Torre Baró"
"K014","2.185866","41.455955","BUS -180--","Torre Baró"
"K014","2.181866","41.454479","BUS -180--","Torre Baró"
"K014","2.177634","41.419352","BUS -117--","el Guinardó"
"K014","2.169507","41.42552","BUS -117--","la Font d'en Fargues"
"K014","2.152639","41.42329","BUS -119--","el Carmel"
"K014","2.178587","41.416243","BUS -117--","el Guinardó"
"K014","2.118483","41.398517","BUS -68-H4--","Sarrià"
"K014","2.157097","41.358752","BUS -107--","el Poble-sec"
"K015","2.167546","41.38995","NITBUS -N4-N6--","la Dreta de l'Eixample"
"K014","2.201158","41.409794","BUS -V27--","Provençals del Poblenou"
"K014","2.139266","41.401026","BUS -V13--","Sant Gervasi - Galvany"
"K014","2.158076","41.432949","BUS -185--","Horta"
"K015","2.209171","41.420328","NITBUS -N2--","la Verneda i la Pau"
"K014","2.154395","41.413033","BUS -116--","la Salut"
"K014","2.157484","41.366552","BUS -55--","el Poble-sec"
"K014","2.160641","41.372661","BUS -55-121--","el Poble-sec"
"K014","2.187459","41.380026","BUS -47-59-D20-V15-V19--","la Barceloneta"
"K015","2.187459","41.380026","NITBUS -N12-N28--","la Barceloneta"
"K015","2.130147","41.404874","NITBUS -N8--","Sant Gervasi - la Bonanova"
"K014","2.130511","41.404939","BUS -70-H4-V11--","Sant Gervasi - la Bonanova"
"K015","2.203456","41.401922","NITBUS -N6--","el Poblenou"
"K015","2.165652","41.39722","NITBUS -N6--","la Dreta de l'Eixample"
"K015","2.147765","41.417862","NITBUS -N5--","el Coll"
"K014","2.12513","41.376455","BUS -D20-52--","Sants - Badal"
"K014","2.128755","41.379819","BUS -V3--","la Maternitat i Sant Ramon"
"K014","2.20056","41.437797","BUS -11--","el Bon Pastor"
"K014","2.155046","41.419928","BUS -22-V19--","el Carmel"
"K015","2.155046","41.419928","NITBUS -N4-N5--","el Carmel"
"K014","2.140946","41.418112","BUS -27--","Vallcarca i els Penitents"
"K015","2.203762","41.415837","NITBUS -N2--","Provençals del Poblenou"
"K014","2.183275","41.431709","BUS -104--","Sant Andreu"
"K015","2.177441","41.429344","NITBUS -N1-N6--","Vilapicina i la Torre Llobeta"
"K014","2.142424","41.359813","BUS -125--","la Marina de Port"
"K014","2.177769","41.432145","BUS -11-132--","Porta"
"K014","2.170645","41.375062","BUS -21-D20-H14-88-V11-89--","el Raval"
"K014","2.181643","41.459743","BUS -76--","Torre Baró"
"K015","2.145426","41.432097","NITBUS -N4--","Montbau"
"K014","2.196748","41.422821","BUS -B24-V31--","la Verneda i la Pau"
"K014","2.138326","41.36581","BUS -V5--","la Marina de Port"
"K014","2.143363","41.358337","BUS -V5--","la Marina de Port"
"K015","2.140171","41.335617","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.138634","41.382957","BUS -54--","Sants"
"K014","2.159298","41.437928","BUS -185--","Horta"
"K014","2.150572","41.373201","BUS -46--","el Poble-sec"
"K014","2.139046","41.367655","BUS -91--","la Bordeta"
"K014","2.201418","41.446183","BUS -133--","Baró de Viver"
"K014","2.13408","41.32478","BUS -88--","la Marina del Prat Vermell"
"K014","2.17354","41.411897","BUS -101--","el Guinardó"
"K014","2.148713","41.43336","BUS -135--","la Vall d'Hebron"
"K014","2.140376","41.429702","BUS -135--","Montbau"
"K014","2.124566","41.37996","BUS -H8--","la Maternitat i Sant Ramon"
"K014","2.181467","41.419325","BUS -V25--","Navas"
"K014","2.14279","41.345525","BUS -V3--","la Marina del Prat Vermell"
"K014","2.11403","41.400942","BUS -V3--","Sarrià"
"K014","2.137452","41.38048","BUS -V5--","Sants"
"K014","2.156083","41.434146","BUS -185--","Horta"
"K015","2.157174","41.429737","NITBUS -N4--","Horta"
"K014","2.153562","41.43515","BUS -102-V25--","Horta"
"K014","2.173876","41.411641","BUS -BCTE--","el Guinardó"
"K014","2.137336","41.410047","BUS -BCTE--","el Putxet i el Farró"
"K014","2.178992","41.372789","BUS -BCTO--","el Raval"
"K014","2.150212","41.393489","BUS -BCTO--","l'Antiga Esquerra de l'Eixample"
"K014","2.216196","41.411515","BUS -B23--","el Besòs i el Maresme"
"K014","2.198549","41.391297","BUS -V23--","la Vila Olímpica del Poblenou"
"K014","2.201239","41.394342","BUS -V23--","el Poblenou"
"K014","2.158045","41.425439","BUS -19-H2--","el Carmel"
"K014","2.135255","41.415598","BUS -V19--","Sant Gervasi - la Bonanova"
"K014","2.13558","41.375578","BUS -H10--","Sants"
"K014","2.128162","41.389626","BUS -L97--","les Corts"
"K014","2.128251","41.389841","BUS -E97-E98--","les Corts"
"K014","2.137088","41.390076","BUS -E79--","les Corts"
"K014","2.219902","41.412144","BUS -B23--","el Besòs i el Maresme"
"K014","2.186787","41.394168","BUS -H16-H14--","el Parc i la Llacuna del Poblenou"
"K015","2.186327","41.395402","NITBUS -N0--","el Fort Pienc"
"K014","2.186206","41.395234","BUS -6--","el Fort Pienc"
"K015","2.186206","41.395234","NITBUS -N0--","el Fort Pienc"
"K015","2.135322","41.382008","NITBUS -N3--","les Corts"
"K014","2.180542","41.436851","BUS -11-132--","Porta"
"K014","2.150932","41.384465","BUS -V9--","la Nova Esquerra de l'Eixample"
"K014","2.127785","41.34146","BUS -23--","la Marina del Prat Vermell"
"K014","2.158558","41.414497","BUS -116--","la Salut"
"K014","2.149854","41.388859","BUS -V11-X1--","l'Antiga Esquerra de l'Eixample"
"K014","2.149108","41.406246","BUS -H6--","el Putxet i el Farró"
"K014","2.158059","41.37909","BUS -V9--","Sant Antoni"
"K014","2.14136","41.379597","BUS -109--","Sants"
"K014","2.189866","41.39371","BUS -6-B25-B20-136--","el Parc i la Llacuna del Poblenou"
"K014","2.191144","41.39287","BUS -B25-B20-136--","la Vila Olímpica del Poblenou"
"K014","2.147795","41.38187","BUS -V9--","la Nova Esquerra de l'Eixample"
"K014","2.144585","41.38429","BUS -V9--","la Nova Esquerra de l'Eixample"
"K014","2.126713","41.40324","BUS -V9--","Sant Gervasi - la Bonanova"
"K014","2.161689","41.377585","BUS -55-H16--","Sant Antoni"
"K014","2.2126","41.418077","BUS -V33--","el Besòs i el Maresme"
"K014","2.160337","41.413107","BUS -101--","la Salut"
"K014","2.17601","41.459606","BUS -76-104-199-183-197--","Ciutat Meridiana"
"K014","2.20252","41.398505","BUS -V25--","el Poblenou"
"K014","2.126632","41.387872","BUS -M14--","la Maternitat i Sant Ramon"
"K014","2.144972","41.340299","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.142282","41.336012","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.14092","41.333713","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.141803","41.334884","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.145851","41.340737","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.215383","41.409319","BUS -V29--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.176133","41.418449","BUS -117-H6--","el Guinardó"
"K014","2.209973","41.413836","BUS -B25-H14--","el Besòs i el Maresme"
"K014","2.201346","41.409031","BUS -H14--","Provençals del Poblenou"
"K015","2.144969","41.342278","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.146804","41.413501","BUS -87--","Vallcarca i els Penitents"
"K015","2.15262","41.422432","NITBUS -N4--","el Carmel"
"K014","2.149058","41.418152","BUS -87--","el Coll"
"K014","2.206653","41.433222","BUS -B21-B24--","el Bon Pastor"
"K014","2.151298","41.421697","BUS -87--","el Carmel"
"K014","2.107693","41.381578","BUS -M14--","la Maternitat i Sant Ramon"
"K014","2.138464","41.36526","BUS -L16--","la Marina de Port"
"K014","2.136443","41.322382","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.144926","41.401396","BUS -198--","Sant Gervasi - Galvany"
"K014","2.138391","41.39927","BUS -V11--","Sant Gervasi - Galvany"
"K015","2.169082","41.38896","NITBUS -N2-N3-N4-N5-N6-N7--","la Dreta de l'Eixample"
"K014","2.14146","41.422664","BUS -V17--","la Teixonera"
"K014","2.165639","41.397878","BUS -6-33-34--","la Dreta de l'Eixample"
"K014","2.174025","41.387465","BUS -47-V17-V15--","el Barri Gòtic"
"K014","2.154345","41.39228","BUS -V13--","l'Antiga Esquerra de l'Eixample"
"K015","2.18335","41.397683","NITBUS -N0--","el Fort Pienc"
"K014","2.131055","41.375586","BUS -D20-52--","Sants"
"K015","2.204503","41.439259","NITBUS -N8--","el Bon Pastor"
"K014","2.194624","41.385703","BUS -D20--","la Barceloneta"
"K014","2.188873","41.449925","BUS -96-97-104--","la Trinitat Vella"
"K015","2.189816","41.44516","NITBUS -N3--","Sant Andreu"
"K014","2.189948","41.447147","BUS -60-127--","la Trinitat Vella"
"K015","2.174097","41.461241","NITBUS -N3--","Ciutat Meridiana"
"K014","2.120466","41.402039","BUS -130-V7--","Sarrià"
"K014","2.122899","41.375637","BUS -D20-52--","Sants - Badal"
"K015","2.122899","41.375637","NITBUS -N14-N2-N28--","Sants - Badal"
"K014","2.128823","41.375632","BUS -D20-52--","Sants - Badal"
"K015","2.128823","41.375632","NITBUS -N14-N2-N28--","Sants - Badal"
"K015","2.199024","41.390387","NITBUS -N6-N28--","la Vila Olímpica del Poblenou"
"K014","2.175988","41.39028","BUS -19-47-V17-H16-V15-D50--","la Dreta de l'Eixample"
"K015","2.171701","41.391901","NITBUS -N1-N11-N2-N3-N7--","la Dreta de l'Eixample"
"K015","2.155634","41.386862","NITBUS -N7--","l'Antiga Esquerra de l'Eixample"
"K014","2.161025","41.384281","BUS -59-H12-52--","l'Antiga Esquerra de l'Eixample"
"K014","2.15","41.391132","BUS -54-67-68--","l'Antiga Esquerra de l'Eixample"
"K015","2.156577","41.385322","NITBUS -N12--","l'Antiga Esquerra de l'Eixample"
"K015","2.165456","41.391646","NITBUS -N4-N6--","la Dreta de l'Eixample"
"K014","2.136586","41.365857","BUS -46-65-79-109-L70-L72-L80-L86-L94-L95-H12-H16--","la Bordeta"
"K014","2.159057","41.409835","BUS -39-116--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.189185","41.453469","BUS -62-76-96-97-104--","la Trinitat Vella"
"K015","2.189185","41.453469","NITBUS -N3--","la Trinitat Vella"
"K014","2.114376","41.38147","BUS -113-V1--","la Maternitat i Sant Ramon"
"K014","2.208548","41.424723","BUS -B24-H10--","la Verneda i la Pau"
"K014","2.14531","41.343956","BUS -21-23-109-V3--","la Marina del Prat Vermell"
"K015","2.14531","41.343956","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.136294","41.41023","BUS -101--","Sant Gervasi - la Bonanova"
"K014","2.141659","41.421496","BUS -19-119-H2--","Vallcarca i els Penitents"
"K014","2.175927","41.461577","BUS -62-76-104-183--","Ciutat Meridiana"
"K015","2.17942","41.461211","NITBUS -N3--","Ciutat Meridiana"
"K014","2.151256","41.401557","BUS -27-D40--","la Vila de Gràcia"
"K014","2.178744","41.391305","BUS -19-47-B25-B20-V17-H16-V15--","la Dreta de l'Eixample"
"K014","2.169135","41.397019","BUS -B24-H10--","la Dreta de l'Eixample"
"K014","2.203725","41.436153","BUS -11-60-H8-H4-133--","el Bon Pastor"
"K014","2.157341","41.418332","BUS -24-119-86-V19--","el Carmel"
"K015","2.141853","41.396042","NITBUS -N7--","Sant Gervasi - Galvany"
"K015","2.199848","41.441702","NITBUS -N8--","el Bon Pastor"
"K015","2.158948","41.382725","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","l'Antiga Esquerra de l'Eixample"
"K014","2.155493","41.384605","BUS -V11--","l'Antiga Esquerra de l'Eixample"
"K015","2.155493","41.384605","NITBUS -N12--","l'Antiga Esquerra de l'Eixample"
"K014","2.172417","41.397417","BUS -6-19-V19-D50--","la Dreta de l'Eixample"
"K014","2.135612","41.415756","BUS -H2--","Sant Gervasi - la Bonanova"
"K014","2.19901","41.393135","BUS -59-H16-V27--","la Vila Olímpica del Poblenou"
"K014","2.158758","41.391052","BUS -H10--","l'Antiga Esquerra de l'Eixample"
"K014","2.163336","41.385938","BUS -H12-52--","l'Antiga Esquerra de l'Eixample"
"K014","2.20733","41.434786","BUS -V33--","el Bon Pastor"
"K015","2.17208","41.44394","NITBUS -N6--","les Roquetes"
"K014","2.143999","41.411396","BUS -22-87-V17--","el Putxet i el Farró"
"K014","2.147491","41.432706","BUS -V21--","la Vall d'Hebron"
"K015","2.163877","41.404041","NITBUS -N6--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.165244","41.444355","BUS -27-47-V27--","Canyelles"
"K014","2.182957","41.39774","BUS -6-54-V21--","el Fort Pienc"
"K014","2.178813","41.392584","BUS -19-54-V19--","el Fort Pienc"
"K015","2.178813","41.392584","NITBUS -N4--","el Fort Pienc"
"K015","2.136348","41.390741","NITBUS -N12--","les Corts"
"K014","2.132896","41.428394","BUS -112--","Sant Genís dels Agudells"
"K014","2.196484","41.385841","BUS -47--","la Barceloneta"
"K014","2.193155","41.380544","BUS -47-59-D20--","la Barceloneta"
"K014","2.194634","41.3832","BUS -47-59-D20--","la Barceloneta"
"K015","2.169947","41.409532","NITBUS -N0--","el Baix Guinardó"
"K015","2.154524","41.426122","NITBUS -N4--","el Carmel"
"K015","2.199767","41.448598","NITBUS -N9--","la Trinitat Vella"
"K014","2.154939","41.395477","BUS -6-7-33-34-H8--","Sant Gervasi - Galvany"
"K014","2.210232","41.407055","BUS -B20-V31-136--","Diagonal Mar i el Front Marítim del Poblenou"
"K015","2.190941","41.426348","NITBUS -N9--","la Sagrera"
"K015","2.175645","41.378758","NITBUS -N9--","el Barri Gòtic"
"K015","2.176924","41.396222","NITBUS -N2-N3-N7--","la Dreta de l'Eixample"
"K015","2.182826","41.391889","NITBUS -N11-N15--","el Fort Pienc"
"K015","2.177111","41.424273","NITBUS -N1-N4--","el Guinardó"
"K014","2.125081","41.380486","BUS -M12-175--","la Maternitat i Sant Ramon"
"K014","2.143002","41.386441","BUS -27-59-H8-D40--","la Nova Esquerra de l'Eixample"
"K015","2.153745","41.378416","NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--","Sant Antoni"
"K014","2.127749","41.403397","BUS -H4--","les Tres Torres"
"K014","2.203395","41.415999","BUS -H12--","Sant Martí de Provençals"
"K014","2.159227","41.383322","BUS -59-141-V11--","l'Antiga Esquerra de l'Eixample"
"K015","2.164762","41.387644","NITBUS -N5-N7-N9--","l'Antiga Esquerra de l'Eixample"
"K015","2.131327","41.393305","NITBUS -N0-N7--","les Tres Torres"
"K015","2.123011","41.386963","NITBUS -N12--","la Maternitat i Sant Ramon"
"K014","2.169917","41.416082","BUS -39-D40-V23--","el Guinardó"
"K014","2.169541","41.423208","BUS -117-V23--","la Font d'en Fargues"
"K014","2.165785","41.439228","BUS -47-76-122-V27-H4-M19-182--","la Guineueta"
"K015","2.171968","41.418611","NITBUS -N6--","el Guinardó"
"K014","2.13663","41.375469","BUS -D20-52--","Sants"
"K015","2.13663","41.375469","NITBUS -N14-N2-N28--","Sants"
"K015","2.139338","41.375416","NITBUS -N14-N2-N28--","Sants"
"K015","2.114665","41.37595","NITBUS -N14-N3--","la Maternitat i Sant Ramon"
"K014","2.137181","41.365815","BUS -46-65-79-109-L70-L72-L80-L86-L94-L95-H12-H16--","la Marina de Port"
"K014","2.20095","41.424912","BUS -33-B24-V31-136--","la Verneda i la Pau"
"K014","2.19205","41.411367","BUS -192--","el Clot"
"K014","2.199569","41.448343","BUS -11-60-133-M28-M19--","Baró de Viver"
"K014","2.161825","41.393367","BUS -H10--","la Dreta de l'Eixample"
"K014","2.168857","41.387606","BUS -24--","la Dreta de l'Eixample"
"K014","2.182648","41.423591","BUS -V27-191--","el Congrés i els Indians"
"K015","2.137289","41.409267","NITBUS -N5--","Sant Gervasi - la Bonanova"
"K014","2.137021","41.391623","BUS -6-34--","Sant Gervasi - Galvany"
"K015","2.12838","41.331112","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.119064","41.334376","BUS -21-109--","la Marina del Prat Vermell"
"K014","2.198819","41.396203","BUS -V23--","el Poblenou"
"K014","2.155199","41.37423","BUS -55--","el Poble-sec"
"K014","2.185425","41.38487","BUS -47-V17-H14-V15-V19--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.16529","41.386293","BUS -55-59-67-H16-V13-D50--","la Dreta de l'Eixample"
"K014","2.182113","41.388394","BUS -120--","Sant Pere, Santa Caterina i la Ribera"
"K015","2.16268","41.38","NITBUS -N6--","Sant Antoni"
"K015","2.136218","41.329195","NITBUS -N1--","la Marina del Prat Vermell"
"K014","2.144654","41.368105","BUS -13--","el Poble-sec"
"K014","2.136089","41.381916","BUS -54--","Sants"
"K014","2.144099","41.405316","BUS -H6--","el Putxet i el Farró"
"K014","2.146179","41.405856","BUS -H6--","el Putxet i el Farró"
"K014","2.117185","41.403496","BUS -130--","Sarrià"
"K014","2.176748","41.430369","BUS -122-H6-V27-V29--","Porta"
"K015","2.162511","41.439425","NITBUS -N4-N6--","la Guineueta"
"K014","2.177377","41.405676","BUS -19-V21--","la Sagrada Família"
"K014","2.181929","41.409009","BUS -V23-D50--","el Camp de l'Arpa del Clot"
"K014","2.147065","41.435063","BUS -27-60-76-H4-M19--","Montbau"
"K014","2.190732","41.442328","BUS -V31--","Sant Andreu"
"K015","2.183549","41.387164","NITBUS -N12--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.131976","41.329858","BUS -21-109--","la Marina del Prat Vermell"
"K014","2.179872","41.425918","BUS -V27--","el Congrés i els Indians"
"K014","2.136431","41.390371","BUS -6-7-33-34-63-67-E79-E30--","les Corts"
"K015","2.140792","41.398091","NITBUS -N7--","Sant Gervasi - Galvany"
"K015","2.150056","41.402838","NITBUS -N4--","el Putxet i el Farró"
"K015","2.141806","41.399892","NITBUS -N8--","Sant Gervasi - Galvany"
"K015","2.138597","41.413458","NITBUS -N4-N5--","el Putxet i el Farró"
"K015","2.161481","41.380678","NITBUS -N6--","Sant Antoni"
"K014","2.116764","41.418932","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.143586","41.389226","BUS -27-59-H8-D40--","la Nova Esquerra de l'Eixample"
"K014","2.155939","41.380067","BUS -L95-H12-E95-52--","Sant Antoni"
"K015","2.164944","41.420157","NITBUS -N4-N5--","el Guinardó"
